APPL_ID,WATER_RIGHT_TYPE,WATER_RIGHT_STATUS_2021,WATER_RIGHT_STATUS,RIPARIAN,BASIN,MAINSTEM,MAINSTEM_RR,UPPER_RUSSIAN,PRIORITY,ASSIGNED_PRIORITY_DATE_SUB,ASSIGNED_PRIORITY_DATE_SOURCE,PRIORITY_CLASS,JAN_MEAN_DIV,FEB_MEAN_DIV,MAR_MEAN_DIV,APR_MEAN_DIV,MAY_MEAN_DIV,JUN_MEAN_DIV,JUL_MEAN_DIV,AUG_MEAN_DIV,SEP_MEAN_DIV,OCT_MEAN_DIV,NOV_MEAN_DIV,DEC_MEAN_DIV,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND,DEMAND_ZEROED_POWER,DEMAND_ZEROED_OTHER,LATITUDE,LONGITUDE,QAQC_MODIFICATION,PRIMARY_USE,YEAR_ADDED
A021106,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,308,19630102,APPLICATION_RECD_DATE,1960-1970,0,0,0,0,0,4.206666667,3.31,2.206666667,0,0,0,0,N,N,N,N,N,39.0821058,-123.1421973,N,Irrigation,2021
A023326,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,386,19690812,APPLICATION_ACCEPTANCE_DATE,1960-1970,4.666666667,3.666666667,0.666666667,0,0,0,0,0,0,0,0,1,N,N,Y,N,N,39.12440949,-123.1545128,N,Irrigation,2021
A023794,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,424,19710601,APPLICATION_ACCEPTANCE_DATE,1971-1990,2,2,2,0,0,0,0,0,0,0,0.333333333,2,N,N,Y,N,N,39.10295628,-123.1580401,N,Irrigation,2021
A023839,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,429,19710811,APPLICATION_ACCEPTANCE_DATE,1971-1990,,,,,,,,,,,,,Y,N,N,N,N,39.11750391,-123.1586303,N,Irrigation,2021
A023840,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,430,19710811,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.12151976,-123.1551708,N,Irrigation,2021
A023880,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,432,19710930,APPLICATION_ACCEPTANCE_DATE,1971-1990,12,20,10,0,0,0,0,0,0,0,0,7.9,N,N,Y,N,N,39.054795,-123.2224091,N,Irrigation,2021
A024053,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,448,19720427,APPLICATION_ACCEPTANCE_DATE,1971-1990,2.086666667,0,0,0,0,0,0,0,0,0,1.333333333,2.046666667,N,N,Y,N,N,39.12243705,-123.1595923,N,Irrigation,2021
A024139,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,454,19720808,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.04499804,-123.1599111,N,Irrigation,2021
A024409,Appropriative,Permitted,Permitted,N,R_05,N,N,Y,479,19730706,APPLICATION_ACCEPTANCE_DATE,1971-1990,0.547285,0.531940333,0.501251667,0.564675333,0.664925667,0,0,0,0,0,0,0,N,N,N,N,N,39.08047424,-123.1819828,N,Irrigation,2021
A024807,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,505,19750507,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0.107375,0.151587667,0,0,0,0,0,0,N,N,N,N,N,39.09478283,-123.2322608,N,Irrigation,2021
A025052,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,546,19760420,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0.000169,0.000169,0.000537,0.000537,0.00069,0.00069,0.00046,0,0,N,N,N,N,N,39.08004983,-123.2231968,N,Recreational,2021
A029479,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,683,19890403,APPLICATION_RECD_DATE,1971-1990,3.1,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.1271,-123.1508,N,Irrigation,2021
A029512,Appropriative,Permitted,Permitted,N,R_05,N,N,Y,681,19890322,APPLICATION_RECD_DATE,1971-1990,3.243333333,0,3.15,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.09928909,-123.1949834,N,Irrigation,2021
A031383,Appropriative,Permitted,Permitted,N,R_05,N,N,Y,769,20030115,PRIORITY_DATE,1991-PRESENT,4.35,0.9,2,0,0,0,0,0,0,0,1.7,2.4,N,N,Y,N,N,39.08701003,-123.1549706,N,Irrigation,2021
A031447,Appropriative,NA,Permitted,N,R_05,N,N,Y,783,20030806,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.04208024,-123.1539758,N,Irrigation,2022
C000222,Stockpond,Certified,Certified,N,R_05,N,N,Y,542,19760322,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.08633458,-123.239161,N,Stockwatering,2021
C000223,Stockpond,Certified,Certified,N,R_05,N,N,Y,543,19760322,APPLICATION_ACCEPTANCE_DATE,1971-1990,,,,,,,,,,,,,Y,N,N,N,N,39.06766559,-123.2258012,N,Stockwatering,2021
D031098,Registration Domestic,Registered,Registered,N,R_05,N,N,Y,753,20000830,PRIORITY_DATE,1991-PRESENT,0.6,0.6,0.3,0.133333333,0,0,0,0,0,0,0.066666667,0.4,N,N,Y,N,N,39.03246338,-123.1776622,N,Domestic,2021
D032041,Registration Domestic,Registered,Registered,N,R_05,N,N,Y,831,20131112,PRIORITY_DATE,1991-PRESENT,0.333333333,0,0,0,0,0,0,0,0,0,0.5,1.166666667,N,N,Y,N,N,39.0808,-123.2129,N,Recreational,2021
D032187,Registration Domestic,Registered,Registered,N,R_05,N,N,Y,844,20160308,PRIORITY_DATE,1991-PRESENT,3.8,0.1,0,0,0,0,0,0,0,0,0.466666667,1.266666667,N,N,Y,N,N,39.0776,-123.2334,N,Fire Protection,2021
H032345,Registration Irrigation,Registered,Registered,N,R_05,N,N,Y,841,20150216,PRIORITY_DATE,1991-PRESENT,1,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.11,-123.2044,N,Frost Protection,2021
H505809,Registration Cannabis,Registered,Registered,N,R_05,N,N,Y,867,20190514,PRIORITY_DATE,1991-PRESENT,,,,,,,,,,,,,Y,N,N,N,N,39.125711,-123.274319,N,Irrigation,2021
L031669,Registration Livestock,Registered,Registered,N,R_05,N,N,Y,803,20070821,PRIORITY_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.09786206,-123.1971958,N,Stockwatering,2021
S002341,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.10922867,-123.1761181,N,Irrigation,2021
S008081,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.04499804,-123.1599111,N,Irrigation,2021
S008380,Statement of Div and Use,Claimed,Claimed,N,R_05,N,N,Y,38,19100101,YEAR_DIVERSION_COMMENCED,PRE-1914,0,0,0,0,0.404,0.480666667,0.477333333,0.497333333,0.487333333,0.387333333,0,0,N,N,N,N,N,39.0920791,-123.2151235,Y,Irrigation,2021
S008384,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.09163425,-123.2182872,N,Irrigation,2021
S008765,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,1.556666667,1.986666667,2.33,7.996666667,1.79,1.506666667,1.1,0,N,N,N,N,N,39.0987,-123.2139,N,Irrigation,2021
S008766,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,1.155,2.025,4.795,1.845,1.23,0.735,0,0,N,N,N,N,N,39.0986,-123.2138,Y,Irrigation,2021
S009525,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0.107375,0.299846333,0.425259667,0.438755667,0.382107,0.252541667,0.076013333,0,N,N,N,N,N,39.09435985,-123.2333106,N,Domestic,2021
S010997,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.12190019,-123.1583497,N,Irrigation,2021
S012593,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.04377546,-123.0723862,N,Fish and Wildlife Preservation and Enhancement,2021
S012594,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.04441159,-123.0778539,N,Fish and Wildlife Preservation and Enhancement,2021
S012597,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.04426942,-123.0634143,N,Fish and Wildlife Preservation and Enhancement,2021
S012749,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.260823333,0.260818667,0.260823,0.260708,0.26063,0.258413333,0.25775,0.25757,0.257626667,0.257683333,0.258266667,0.258831333,N,N,N,N,N,39.12150033,-123.1431848,N,Irrigation,2021
S015403,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,1.5,0.75,0.533333333,0,0,0,0,0,0.2,1.966666667,0,N,N,Y,N,N,39.03920318,-123.1938588,N,Irrigation,2021
S015404,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,20.66666667,0,0,0,0,0,0,2.666666667,0,0.033333333,3.733333333,0.733333333,N,N,N,N,N,39.0364768,-123.184319,N,Irrigation,2021
S015689,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0.0005,0,0,0,0,0,0,0,N,N,N,N,N,39.10185397,-123.1992557,N,no use,2021
S015745,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0.166666667,0,0,0,0,0,0,N,N,N,N,N,39.12732702,-123.1510349,N,Irrigation,2021
S016363,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.1004,-123.1998,N,Irrigation,2021
S016364,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.1002,-123.2003,N,Irrigation,2021
S016781,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,3.466666667,0.8,0,0,0,0,0,0,0,0.166666667,0.466666667,2.5,N,N,Y,N,N,39.0678,-123.1962,N,Irrigation,2021
S016782,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.033333333,0.033333333,0,0,0,0,0,0,0,0,0.8,3.6,N,N,Y,N,N,39.0667,-123.1981,N,Irrigation,2021
S016783,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,1.566666667,0.866666667,0,0,0,0,0,0,0,0,0.833333333,2.466666667,N,N,Y,N,N,39.0625,-123.201,N,Irrigation,2021
S020069,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.086666667,0.1,0.08,0.09,0.053333333,0.186666667,0.01,0,0.093333333,0,0.15,0.103333333,N,N,N,N,N,39.123,-123.1492,N,Irrigation,2021
S021339,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.0825,-123.1895,N,Frost Protection,2021
S021398,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.1006,-123.1894,N,Frost Protection,2021
S021466,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0.00045,0,0.00354,0,0,0,0,N,N,N,N,N,39.0937,-123.2443,Y,Irrigation,2021
S021985,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0.000333333,0.0014,0.0028,0.003666667,0.003666667,0.003666667,0.003133333,0.0026,0.001733333,0,N,N,N,N,N,39.0414,-123.1529,N,Frost Protection,2021
S021986,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0.146666667,0.601,1.181333333,1.005333333,0.896,0.342333333,0.676666667,0.676666667,0.01,N,N,N,N,N,39.0414,-123.153,N,Irrigation,2021
S022724,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.1046,-123.1599,N,Irrigation,2021
S022877,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,1.666666667,2.666666667,1.333333333,0,0,0.666666667,0.333333333,0,0,0,1.333333333,0.666666667,N,N,N,N,N,39.0833,-123.15,N,Irrigation,2021
S022879,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,3.666666667,3.666666667,2,0,0,0,0,0,0,0,0,2.333333333,N,N,Y,N,N,39.0872,-123.1431,N,Irrigation,2021
S022882,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,3.333333333,1.666666667,1.666666667,0,0,0,0,0,0,0,3,3,N,N,Y,N,N,39.088,-123.1378,N,Irrigation,2021
S026644,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.10119444,-123.1129444,Y,Irrigation,2021
S026905,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0.0009,0,0,0,0,0,N,N,N,N,N,39.095182,-123.245464,N,Irrigation,2021
S027519,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.08250556,-123.1868917,N,Irrigation,2021
S027572,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,0.0145,0.0145,0.0145,0.0145,0.0145,0.0145,0.013,0.013,0.013,0.013,0.01,0.01,N,N,N,N,N,39.08396389,-123.1868917,N,Irrigation,2021
S027644,Statement of Div and Use,Claimed,Claimed,Y,R_05,N,N,Y,10000000,10000000,RIPARIAN_DEFAULT,RIPARIAN,1.666666667,1,0.333333333,0.166666667,0,0,0,0,0,0,0,0.166666667,N,N,Y,N,N,39.03,-123.116,N,Irrigation,2021
A004308,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,61,19241107,APPLICATION_RECD_DATE,PRE-1949+1949,0,0,0,0,0,2.693333333,2.61,2.16,1.303333333,0,0,0,N,N,N,N,N,39.08457957,-123.1708399,N,Irrigation,2021
A006854,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,66,19301226,APPLICATION_ACCEPTANCE_DATE,PRE-1949+1949,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.10775618,-123.1859623,N,Irrigation,2021
A006855,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,67,19301226,APPLICATION_ACCEPTANCE_DATE,PRE-1949+1949,0,0,0,0,0.18,2.47,4.013333333,3.153333333,0,0,0,0,N,N,N,N,N,39.10667586,-123.184182,N,Irrigation,2021
A013528,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,98,19500103,APPLICATION_ACCEPTANCE_DATE,1950-1952,0,0,0,0,1.446666667,2.723333333,4.903333333,3.69,2.416666667,1.11,0,0,N,N,N,N,N,39.10325114,-123.1834199,N,Irrigation,2021
A014206,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,146,19510320,APPLICATION_ACCEPTANCE_DATE,1950-1952,0,0,0,0,0.25,0.75,0.75,0.75,0.4,0,0,0,N,N,N,N,N,39.04699577,-123.1354693,N,Irrigation,2021
A014304,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,151,19510514,APPLICATION_ACCEPTANCE_DATE,1950-1952,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.0967,-123.1755,N,Irrigation,2021
A014539,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,158,19511029,APPLICATION_ACCEPTANCE_DATE,1950-1952,0,0,0,0,0.933333333,4.2,0,0,0,0,0,0,N,N,N,N,N,39.09045392,-123.1726353,N,Irrigation,2021
A014997A,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,177,19520827,APPLICATION_ACCEPTANCE_DATE,1950-1952,0,0,0,0,1.239666667,5.133666667,8.889666667,7.164,2.895666667,1.245666667,0,0,N,N,N,N,N,39.0357,-123.1291,N,Irrigation,2021
A014997B,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,178,19520827,APPLICATION_RECD_DATE,1950-1952,0,0,0,0,0.333333333,0.4,2.51,3.296666667,2.57,0.546666667,0,0,N,N,N,N,N,39.04470321,-123.1340241,N,Irrigation,2021
A015157,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,180,19530120,APPLICATION_ACCEPTANCE_DATE,1953-1954,0,0,0,0,0,0,5.866666667,3.066666667,0,0,0,0,N,N,N,N,N,39.10462031,-123.1837952,N,Irrigation,2021
A015721,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,202,19540210,APPLICATION_RECD_DATE,1953-1954,0,0,0,0,0,24.43333333,61.46333333,61.46333333,59.11666667,57.03,14.46666667,5.333333333,N,N,N,N,N,39.0911,-123.1786,N,Municipal,2021
A015780,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,210,19540317,APPLICATION_ACCEPTANCE_DATE,1953-1954,0,0,0,0,14.5,73.66666667,85,23.33333333,53.33333333,5,0,0,N,N,N,N,N,39.03654838,-123.1254434,N,Irrigation,2021
A015781,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,211,19540317,APPLICATION_ACCEPTANCE_DATE,1953-1954,0,0,0,0,0,0,3.183333333,2.656666667,6.076666667,6.04,0.633333333,0,N,N,N,N,N,39.03847192,-123.1272943,N,Irrigation,2021
A015782,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,212,19540317,APPLICATION_ACCEPTANCE_DATE,1953-1954,0,0,0,0,2.333333333,5.666666667,6.333333333,5,2.333333333,0,0,0,N,N,N,N,N,39.11714436,-123.1808319,N,Irrigation,2021
A016308,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,222,19550411,APPLICATION_ACCEPTANCE_DATE,1955-1956,0,0,0,0,0,1.097333333,2.337,1.466666667,3.519666667,0.166666667,0,0,N,N,N,N,N,39.09423378,-123.1790408,N,Irrigation,2021
A016758,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,241,19551130,APPLICATION_ACCEPTANCE_DATE,1955-1956,0,0,0,0.96,1.213333333,3.636666667,2.87,2.356666667,1.386666667,2.023333333,0,0,N,N,N,N,N,39.08772256,-123.1711807,N,Irrigation,2021
A017366,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,255,19561119,APPLICATION_ACCEPTANCE_DATE,1955-1956,0,0,0,0,0.25,0.416666667,0.833333333,1,1,1,0,0,N,N,N,N,N,39.05862817,-123.1421714,N,Irrigation,2021
A017622,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,258,19570524,APPLICATION_ACCEPTANCE_DATE,1957-1959,0,0,0,0,0.596666667,1.02,1.64,1.233333333,0.916666667,0.37,0,0,N,N,N,N,N,39.09368468,-123.1790316,N,Irrigation,2021
A017624,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,259,19570524,APPLICATION_ACCEPTANCE_DATE,1957-1959,0,0,0,0,1.313333333,33.86666667,0,0,0,0,0,0,N,N,N,N,N,39.05923717,-123.1448314,N,Irrigation,2021
A017911A,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,267,19571210,APPLICATION_ACCEPTANCE_DATE,1957-1959,0,0,0,0,0,9.5,6.266666667,0,0,0,0,0,N,N,N,N,N,39.08011261,-123.163304,N,Irrigation,2021
A017911B,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,268,19571210,APPLICATION_RECD_DATE,1957-1959,0,0,0,0,1,4.866666667,7.966666667,7.8,1.033333333,0,0,0,N,N,N,N,N,39.08692714,-123.1683488,N,Irrigation,2021
A020540,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,293,19611227,APPLICATION_RECD_DATE,1960-1970,0,0,0,0,1.343333333,21.95666667,33.64,0,0,0,0,0,N,N,N,N,N,39.07692432,-123.1627761,N,Irrigation,2021
A020662,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,297,19620320,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,2.84,9.358333333,9.481666667,9.917333333,4.235,0,0,0,N,N,N,N,N,39.09127757,-123.1726489,N,Irrigation,2021
A021127,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,311,19630121,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.11037154,-123.1853012,N,Irrigation,2021
A022692,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,365,19670130,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0.15,0.2,0.3,0.35,0.45,0.35,0.2,0,0,N,N,N,N,N,39.03127571,-123.131169,N,Irrigation,2021
A022802,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,367,19670605,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,11.8,23.53333333,43.43333333,53.73333333,45.33333333,19.03333333,0,0,N,N,N,N,N,39.10282822,-123.1785352,N,Irrigation,2021
A023446B,Appropriative,Permitted,Permitted,N,R_05_M,Y,Y,Y,393,19700206,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,2.183333333,1.84,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.03900068,-123.1274189,N,Frost Protection,2021
A023664,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,410,19701222,APPLICATION_RECD_DATE,1971-1990,1.31269,1.070592333,1.450974,1.592445333,3.191438333,4.289397333,0,0,0,0,2.235643333,1.533687667,N,N,N,N,N,39.0474,-123.1365,N,Municipal,2021
A023671,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,413,19710113,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,8.166666667,68.66666667,79.33333333,20.5,44.5,0,0,0,N,N,N,N,N,39.11264633,-123.1775847,N,Irrigation,2021
A024013,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,440,19720331,APPLICATION_RECD_DATE,1971-1990,0,0,0,0.523333333,1.163333333,0,0,0,0,0,0,0,N,N,N,N,N,39.0769,-123.1628,N,Frost Protection,2021
A024014,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,441,19720403,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0.45,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.10282822,-123.1785352,N,Frost Protection,2021
A024140,Appropriative,Permitted,Permitted,N,R_05_M,Y,Y,Y,455,19720808,APPLICATION_ACCEPTANCE_DATE,1971-1990,0.833333333,0,0,0,0,0,0,0,0,0,29.3,7.3,N,N,Y,N,N,39.05923597,-123.1448301,N,Irrigation,2021
A024617,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,490,19740606,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,4.156666667,0.16,0.08,0,0,0,0,0,0,0,N,N,N,N,N,39.08853561,-123.1722512,N,Frost Protection,2021
A024741,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,497,19750121,APPLICATION_ACCEPTANCE_DATE,1971-1990,6,6,2.183333333,0.463333333,0.713333333,1.426666667,1.213333333,0,0,0,0,0,N,N,N,N,N,39.04784827,-123.1296795,N,Irrigation,2021
A024789A,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,500,19750327,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.08553322,-123.1704398,N,Irrigation,2021
A024789B,Appropriative,Permitted,Permitted,N,R_05_M,Y,Y,Y,501,19750327,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,1.133333333,0.063333333,0.033333333,0,0,0,0,0,0,0,N,N,N,N,N,39.0896,-123.1729,N,Frost Protection,2021
A025268,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,555,19770228,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0.44,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.10282822,-123.1785352,N,Frost Protection,2021
A025850,Appropriative,Licensed,Licensed,N,R_05,N,N,Y,578,19781012,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,6.333333333,7,8,8.666666667,9.666666667,1.666666667,0,0,N,N,N,N,N,39.0446,-123.1442,N,Irrigation,2021
A027581,Appropriative,Permitted,Permitted,N,R_05_M,Y,Y,Y,617,19821112,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,7.666666667,10.33333333,9.333333333,0,0,0,0,0,0,0,N,N,N,N,N,39.044,-123.1344,N,Frost Protection,2021
A027582,Appropriative,Licensed,Licensed,N,R_05_M,Y,Y,Y,618,19821112,APPLICATION_ACCEPTANCE_DATE,1971-1990,7.333333333,10.66666667,6,6.666666667,11.33333333,18.33333333,18.66666667,13,10.33333333,9.333333333,0,0,N,N,N,N,N,39.0438,-123.1343,N,Irrigation,2021
