USER,RIPARIAN,BASIN,MAINSTEM_RR,UPPER_RUSSIAN,PRIORITY,PRIORITY_CLASS,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND
D030427,N,R_01,N,Y,715,1991-PRESENT,0.092067,0.092067,0.092067,0.092067,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.092067,N,N,Y
D030969,N,R_01,N,Y,747,1991-PRESENT,0.18666666699999998,0.17,0.136666667,0.016666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.07,0.17,0.203333333,N,N,Y
D030985,N,R_01,N,Y,750,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.0002022,0.0002022,N,N,N
D031146,N,R_01,N,Y,754,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0187203,0.0317117,0.0144237,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
D031411,N,R_01,N,Y,773,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,7.4,0.666666667,N,N,Y
D031472,N,R_01,N,Y,777,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
D031475,N,R_01,N,Y,786,1991-PRESENT,0.333333333,0.166666667,0.166666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
D031476,N,R_01,N,Y,779,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
D031477,N,R_01,N,Y,778,1991-PRESENT,0.020970667,0.020459,0.018925,0.018924667,0.012787,0.01023,0.009207,0.008695333000000001,0.009207,0.017390333,0.015856,0.020970667,N,N,N
D031542,N,R_01,N,Y,788,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.5,0.0002022,N,N,Y
D031563,N,R_01,N,Y,789,1991-PRESENT,0.013701333000000001,0.013578666999999999,0.010204666999999999,0.0068920000000000006,0.0035479999999999995,0.003362333,0.003333333,0.003333333,0.003333333,0.003333333,0.010040667,0.006871333,N,N,N
D031589,N,R_01,N,Y,792,1991-PRESENT,1.13,1.13,1.13,1.13,1.13,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.13,N,N,N
D031606,N,R_01,N,Y,795,1991-PRESENT,0.08,0.08,0.08,0.08,0.08,0.03,0.03,0.03,0.03,0.03,0.08,0.08,N,N,N
D032022,N,R_01,N,Y,817,1991-PRESENT,0.4,0.4,0.4,0.4,0.4,0.4,0.0002022,0.0002022,0.0002022,0.0002022,0.4,0.4,N,N,N
D032762,N,R_01,N,Y,846,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.31378,0.31378,0.31378,0.31378,1.0,0.0002022,0.0002022,N,N,N
D032859,N,R_01,N,Y,847,1991-PRESENT,0.047619999999999996,0.047619999999999996,0.047619999999999996,0.02762,0.02762,0.02762,0.0002022,0.0002022,0.0002022,0.0002022,0.02762,0.047619999999999996,N,N,N
H032009,N,R_01,N,Y,815,1991-PRESENT,2.0,1.333333333,0.0002022,3.202327667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
H032331,N,R_01,N,Y,839,1991-PRESENT,3.313333333,3.68,2.853333333,2.206666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
H500399,N,R_01,N,Y,850,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
H500522,N,R_01,N,Y,849,1991-PRESENT,0.2756,0.2756,0.2756,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.2756,0.27559,N,N,Y
H500800,N,R_01,N,Y,861,1991-PRESENT,0.030688999999999998,0.026762,0.027672000000000002,0.027672000000000002,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
H505968,N,R_01,N,Y,866,1991-PRESENT,0.049102,0.049102,0.039896,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.049102,0.049102,N,N,Y
H508419,N,R_01,N,Y,874,1991-PRESENT,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
H509523,N,R_01,N,Y,877,1991-PRESENT,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
L031378,N,R_01,N,Y,766,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
L031414,N,R_01,N,Y,775,1991-PRESENT,1.066666667,1.066666667,1.066666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.066666667,N,N,Y
L031415A,N,R_01,N,Y,842,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
L031420,N,R_01,N,Y,776,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
L031528,N,R_01,N,Y,787,1991-PRESENT,1.0,2.0,2.0,1.7,1.0,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
L031573,N,R_01,N,Y,790,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
L031605,N,R_01,N,Y,796,1991-PRESENT,0.08,0.08,0.08,0.08,0.08,0.03,0.03,0.03,0.03,0.03,0.08,0.08,N,N,N
L032279,N,R_01,N,Y,836,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S009905,N,R_01,N,Y,40,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S015509,N,R_01,N,Y,41,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S017020,N,R_01,N,Y,21,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.224642667,0.574496,0.525148333,0.477273667,0.397728,0.010311333,0.0002022,0.0002022,N,N,N
S018456,N,R_01,N,Y,33,PRE-1914,0.5,0.5,0.25,0.25,0.05,0.083333333,0.11666666699999999,0.1,0.066666667,0.0002022,0.0002022,0.083333333,N,N,N
S018457,N,R_01,N,Y,34,PRE-1914,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
S018523,N,R_01,N,Y,35,PRE-1914,0.02,0.026666667,0.033333333,0.036666667,0.04,0.05,0.06,0.07,0.053333333,0.043333332999999995,0.033333333,0.026666667,N,N,N
S019389,N,R_01,N,Y,42,PRE-1914,0.0002022,2.0,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
S019392,N,R_01,N,Y,43,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S019395,N,R_01,N,Y,44,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S020096,N,R_01,N,Y,22,PRE-1914,0.411429,0.375337333,0.415551667,0.402147,0.415551667,0.404356667,0.417835,0.41352633299999997,0.40037933299999995,0.27399,0.265152,0.27399,N,N,N
S021358,N,R_01,N,Y,2,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.001534333,0.001534333,0.030688999999999998,0.030688999999999998,0.001534333,0.0002022,0.0002022,0.0002022,N,N,N
S021382,N,R_01,N,Y,37,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S023687,N,R_01,N,Y,23,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S025401,N,R_01,N,Y,3,PRE-1914,0.074000333,0.06625,0.068096333,0.287954667,0.573047,0.640855333,0.727939,0.673646,0.561284667,0.268769,0.079506333,0.094414333,N,N,N
A016086,N,R_02,N,Y,218,1953-1954,14.9,14.9,14.9,14.9,9.933333333,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,9.933333333,14.9,N,N,N
A016381,N,R_02,N,Y,227,1955-1956,18.4,18.4,18.4,18.4,6.1333333329999995,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,12.26666667,18.4,N,N,N
A017271,N,R_02,N,Y,254,1955-1956,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A017871,N,R_02,N,Y,264,1957-1959,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A021569,N,R_02,N,Y,323,1960-1970,0.0002022,0.0002022,0.0002022,0.026666667,0.026666667,0.026666667,0.026666667,0.026666667,0.026666667,0.026666667,0.0002022,0.0002022,N,N,N
A021570,N,R_02,N,Y,324,1960-1970,0.018275333,0.018275333,0.018275333,0.018275333,0.018275333,0.018275333,0.018275333,0.018275333,0.018275333,0.018275333,0.018275333,0.018275333,N,N,N
A023670,N,R_02,N,Y,412,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A024173,N,R_02,N,Y,458,1971-1990,0.26666666699999997,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A024946,N,R_02,N,Y,524,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0046035,0.0046035,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A025019,N,R_02,N,Y,540,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A025070,N,R_02,N,Y,547,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.0,2.0,2.666666667,2.0,0.666666667,0.0002022,0.0002022,N,N,N
A025201,N,R_02,N,Y,553,1971-1990,0.21666666699999998,0.3,0.15,0.033333333,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A026769,N,R_02,N,Y,605,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A026938,N,R_02,N,Y,607,1971-1990,0.668712667,0.335379333,0.6728046670000001,0.340494,0.344586,0.677986,0.677986,0.002046,0.002046267,0.0002022,0.0002022,0.0002022,N,N,N
A028116,N,R_02,N,Y,629,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,2.666666667,3.0,3.0,2.0,0.0002022,0.0002022,0.0002022,N,N,N
A028824,N,R_02,N,Y,655,1971-1990,1.333333333,1.0,1.6666666669999999,1.333333333,1.333333333,2.333333333,3.333333333,3.0,1.0,0.0002022,0.666666667,1.0,N,N,N
A029995,N,R_02,N,Y,700,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A030560,N,R_02,N,Y,716,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A030564,N,R_02,N,Y,717,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A031461,N,R_02,N,Y,784,1991-PRESENT,1.1,1.1,1.0,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.15,N,N,Y
C005834,N,R_02,N,Y,726,1991-PRESENT,0.666666667,0.666666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
D031376,N,R_02,N,Y,765,1991-PRESENT,2.666666667,2.333333333,1.0,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.333333333,1.6666666669999999,N,N,Y
D031592,N,R_02,N,Y,793,1991-PRESENT,5.0,0.666666667,1.333333333,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.0,N,N,Y
D033025,N,R_02,N,Y,864,1991-PRESENT,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
H500832,N,R_02,N,Y,853,1991-PRESENT,0.046,0.047,0.047,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
H501505,N,R_02,N,Y,856,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
H510424,N,R_02,N,Y,878,1991-PRESENT,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
L031457,N,R_02,N,Y,785,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
L031582,N,R_02,N,Y,791,1991-PRESENT,1.27,1.233333333,0.7,0.533333333,0.333333333,0.0002022,0.0002022,0.0002022,0.0002022,0.066666667,0.7,0.666666667,N,N,N
S027894,N,R_02,N,Y,13,PRE-1914,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
D033083,N,R_03,N,Y,875,1991-PRESENT,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
A015187,N,R_04,N,Y,184,1953-1954,0.038054000000000004,0.034372,0.038054000000000004,0.036827,0.038054000000000004,0.036827,0.038054000000000004,0.038054000000000004,0.036827,0.038054000000000004,0.036827,0.038054000000000004,N,N,N
A017642,N,R_04,N,Y,261,1957-1959,0.0002022,0.0002022,0.0002022,3.0,4.0,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A019135,N,R_04,N,Y,284,1957-1959,0.000285333,0.000172,0.000348667,0.000583,0.000570667,0.000798,0.001966,0.001680667,0.001319667,0.0013,0.000521667,0.000793,N,N,N
A021345,N,R_04,N,Y,315,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A021939,N,R_04,N,Y,344,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A022426,N,R_04,N,Y,357,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A023663,N,R_04,N,Y,409,1971-1990,0.0002022,0.0002022,0.0002022,2.64,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A024691A,N,R_04,N,Y,494,1971-1990,6.1,7.333333333,6.5,0.36666666700000006,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A024691B,N,R_04,N,Y,495,1971-1990,0.0002022,0.0002022,0.7466666670000001,1.86,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A024898,N,R_04,N,Y,516,1971-1990,1.88,0.0002022,0.0002022,0.176666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.02,3.9466666669999997,2.0,N,N,Y
A025123,N,R_04,N,Y,550,1971-1990,1.6933333330000002,1.5866666669999998,1.126666667,0.04,0.003333333,0.003333333,0.003333333,0.0002022,0.003333333,0.0002022,0.1,0.003333333,N,N,N
A026111,N,R_04,N,Y,590,1971-1990,1.6666666669999999,3.666666667,1.333333333,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A027075,N,R_04,N,Y,609,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A029338,N,R_04,N,Y,670,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A031171,N,R_04,N,Y,755,1991-PRESENT,4.066666667,1.6333333330000002,0.533333333,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,2.2,N,N,Y
A031183,N,R_04,N,Y,757,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
D031410,N,R_04,N,Y,767,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
D032143,N,R_04,N,Y,826,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
H501586,N,R_04,N,Y,857,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
H505765,N,R_04,N,Y,865,1991-PRESENT,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
L031422,N,R_04,N,Y,833,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
L031423,N,R_04,N,Y,780,1991-PRESENT,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
L031424,N,R_04,N,Y,798,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
L031607,N,R_04,N,Y,797,1991-PRESENT,0.08,0.08,0.08,0.08,0.08,0.03,0.03,0.03,0.03,0.03,0.08,0.08,N,N,N
L031908,N,R_04,N,Y,811,1991-PRESENT,0.5,0.34333333299999996,0.26666666699999997,0.233333333,0.066666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.3,0.21666666699999998,N,N,N
S017157,N,R_04,N,Y,47,PRE-1914,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
S017160,N,R_04,N,Y,36,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,15.0,N,N,Y
A012232,N,R_05,N,Y,73,PRE-1949+1949,36.3,1.1,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.6333333329999999,0.0002022,4.933333333,29.8,31.16666667,N,N,N
A018200,N,R_05,N,Y,273,1957-1959,0.0002022,0.0002022,0.0002022,0.0002022,0.078533333,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A021106,N,R_05,N,Y,308,1960-1970,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,4.2066666669999995,3.31,2.206666667,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A023326,N,R_05,N,Y,386,1960-1970,4.666666667,3.666666667,0.666666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.0,N,N,Y
A023794,N,R_05,N,Y,424,1971-1990,2.0,2.0,2.0,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.333333333,2.0,N,N,Y
A023839,N,R_05,N,Y,429,1971-1990,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
A023840,N,R_05,N,Y,430,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A023880,N,R_05,N,Y,432,1971-1990,12.0,20.0,10.0,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,7.9,N,N,Y
A024053,N,R_05,N,Y,448,1971-1990,2.086666667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.333333333,2.0466666669999998,N,N,Y
A024139,N,R_05,N,Y,454,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
A024409,N,R_05,N,Y,479,1971-1990,0.547285,0.531940333,0.501251667,0.564675333,0.664925667,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A024807,N,R_05,N,Y,505,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.107375,0.15158766699999998,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A025052,N,R_05,N,Y,546,1971-1990,0.0002022,0.0002022,0.0002022,0.000169,0.000169,0.000537,0.000537,0.0006900000000000001,0.0006900000000000001,0.00045999999999999996,0.0002022,0.0002022,N,N,N
A029479,N,R_05,N,Y,683,1971-1990,3.1,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A029512,N,R_05,N,Y,681,1971-1990,3.2433333330000003,0.0002022,3.15,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
A031383,N,R_05,N,Y,769,1991-PRESENT,4.35,0.9,2.0,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,1.7,2.4,N,N,Y
A031447,N,R_05,N,Y,783,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
C000222,N,R_05,N,Y,542,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
C000223,N,R_05,N,Y,543,1971-1990,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
D031098,N,R_05,N,Y,753,1991-PRESENT,0.6,0.6,0.3,0.133333333,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.066666667,0.4,N,N,Y
D032041,N,R_05,N,Y,831,1991-PRESENT,0.333333333,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.5,1.166666667,N,N,Y
D032187,N,R_05,N,Y,844,1991-PRESENT,3.8,0.1,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.46666666700000003,1.266666667,N,N,Y
H032345,N,R_05,N,Y,841,1991-PRESENT,1.0,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,Y
H505809,N,R_05,N,Y,867,1991-PRESENT,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,2.022e-05,Y,N,N
L031669,N,R_05,N,Y,803,1991-PRESENT,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,Y,Y
S008380,N,R_05,N,Y,38,PRE-1914,0.0002022,0.0002022,0.0002022,0.0002022,0.40399999999999997,0.48066666700000005,0.47733333299999997,0.497333333,0.487333333,0.38733333299999995,0.0002022,0.0002022,N,N,N
A024741,N,R_05,N,Y,497,1971-1990,6.0,6.0,2.183333333,0.46333333299999996,0.713333333,1.4266666669999999,1.213333333,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,N,N,N
A025850,N,R_05,N,Y,578,1971-1990,0.0002022,0.0002022,0.0002022,0.0002022,6.333333333,7.0,8.0,8.666666667000001,9.666666667000001,1.6666666669999999,0.0002022,0.0002022,N,N,N
A027992,N,R_05,N,Y,628,1971-1990,1.4,1.333333333,0.0002022,0.5,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.0002022,0.6333333329999999,N,N,Y
