APPL_ID,WATER_RIGHT_TYPE,WATER_RIGHT_STATUS_2021,WATER_RIGHT_STATUS,RIPARIAN,BASIN,MAINSTEM,UPPER_RUSSIAN,PRIORITY,ASSIGNED_PRIORITY_DATE_SUB,ASSIGNED_PRIORITY_DATE_SOURCE,PRIORITY_CLASS,JAN_MEAN_DIV,FEB_MEAN_DIV,MAR_MEAN_DIV,APR_MEAN_DIV,MAY_MEAN_DIV,JUN_MEAN_DIV_ALL,JUN_MEAN_DIV,JUL_MEAN_DIV,AUG_MEAN_DIV,SEP_MEAN_DIV,OCT_MEAN_DIV,NOV_MEAN_DIV,DEC_MEAN_DIV,NULL_DEMAND,ZERO_DEMAND,MAY_SEPT_ZERO_DEMAND,DEMAND_ZEROED_POWER,DEMAND_ZEROED_OTHER,LATITUDE,LONGITUDE,QAQC_MODIFICATION,PRIMARY_USE,YEAR_ADDED
A023489,Appropriative,Licensed,Licensed,N,R_01,N,Y,397,19700427,PRIORITY_DATE,1960-1970,0.25,0.3,0.9,0.62,0.66,0.66,0.33,0.66,0.5,0.48,0.45,0.35,0.35,N,N,N,N,N,39.33,-123.23,N,Irrigation,2021
A023534A,Appropriative,Licensed,Licensed,N,R_02_MSRR,Y,Y,398,19700618,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,1.9,2.01,0.97,0.43,0.215,0.46,0.45,0.3,0.14,0,0,N,N,N,N,N,39.33,-123.1,N,Irrigation,2021
A023534B,Appropriative,Licensed,Licensed,N,R_02_MSRR,Y,Y,399,19700618,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,18.33,9,6.66,3.33,6.66,6.66,6.66,6.33,0,0,N,N,N,N,N,39.33,-123.1,Y,Irrigation,2021
A023536,Appropriative,Licensed,Licensed,N,R_01,N,Y,400,19700624,APPLICATION_ACCEPTANCE_DATE,1960-1970,1.33,1.66,2.66,2,1.33,0,0,0,0,0,0,0,0,N,N,N,N,N,39.27,-123.21,N,Irrigation,2021
A023539,Appropriative,Licensed,Licensed,N,R_10,N,Y,401,19700629,APPLICATION_ACCEPTANCE_DATE,1960-1970,1.26,1.1,0.56,0.14,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.67,-122.8,N,Irrigation,2021
A023540,Appropriative,Licensed,Licensed,N,R_16_MSDC,Y,N,259,19700629,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.64,-122.9,N,Irrigation,2021
A023558,Appropriative,Licensed,Licensed,N,R_01,N,Y,402,19700714,APPLICATION_ACCEPTANCE_DATE,1960-1970,3,3.16,2.83,0,0,0,0,0,0,0,0,1.33,0.66,N,N,Y,N,N,39.29,-123.2,N,Irrigation,2021
A023563,Appropriative,Licensed,Licensed,N,R_06_MSRR,Y,Y,403,19700721,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0.1,0.73,1.23,0.615,1.63,0,0,0,0,0,N,N,N,N,N,38.96,-123.1,N,Irrigation,2021
A023605,Appropriative,Licensed,Licensed,N,R_01,N,Y,404,19700911,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.27,-123.19,N,Irrigation,2021
A023615,Appropriative,Licensed,Licensed,N,R_01,N,Y,405,19700922,APPLICATION_ACCEPTANCE_DATE,1960-1970,4.93,4.23,1.03,0.33,0,0,0,0,0,0,0,0.8,5,N,N,Y,N,N,39.24,-123.19,N,Irrigation,2021
A023629,Appropriative,Licensed,Licensed,N,R_02_MSRR,Y,Y,406,19701014,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,8.16,5,5.4,5.73,2.865,7.16,1.43,2.63,7.36,0,0,N,N,N,N,N,39.35,-123.12,N,Irrigation,2021
A023639,Appropriative,Licensed,Licensed,N,R_17_MSRR,Y,N,260,19701102,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0.83,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.54,-122.85,N,Domestic,2021
A023654A,Appropriative,Licensed,Licensed,N,R_01,N,Y,407,19701214,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0,0.24,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.27,-123.18,N,Irrigation,2021
A023654B,Appropriative,Licensed,Licensed,N,R_01,N,Y,408,19701214,APPLICATION_ACCEPTANCE_DATE,1960-1970,3.66,4,5.6,5.66,4.33,5.33,2.665,3.66,2.66,2.66,2,0,0,N,N,N,N,N,39.27,-123.18,N,Irrigation,2021
A023655,Appropriative,Licensed,Licensed,N,R_17_MSRR,Y,N,261,19701214,APPLICATION_ACCEPTANCE_DATE,1960-1970,0,0,0.2,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.53,-122.86,N,Frost Protection,2021
A023663,Appropriative,Licensed,Licensed,N,R_04,N,Y,409,19701221,PRIORITY_DATE,1971-1990,0,0,0,2.64,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.14,-123.16,N,Irrigation,2021
A023664,Appropriative,Licensed,Licensed,N,R_05_MSRR,Y,Y,410,19701222,APPLICATION_RECD_DATE,1971-1990,1.31,1.07,1.45,1.59,3.19,4.28,2.14,0,0,0,0,2.23,1.53,N,N,N,N,N,39.04,-123.13,N,Municipal,2021
A023670,Appropriative,Licensed,Licensed,N,R_02,N,Y,412,19710112,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.28,-123.09,N,Irrigation,2021
A023671,Appropriative,Licensed,Licensed,N,R_05_MSRR,Y,Y,413,19710113,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,8.16,68.66,34.33,79.33,20.5,44.5,0,0,0,N,N,N,N,N,39.11,-123.17,N,Irrigation,2021
A023678,Appropriative,Licensed,Licensed,N,R_08,N,Y,414,19710122,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.86,-122.9,N,Recreational,2021
A023679,Appropriative,Licensed,Licensed,N,R_08,N,Y,415,19710122,APPLICATION_ACCEPTANCE_DATE,1971-1990,0.58,0.58,0.58,0.58,0.58,0.58,0.29,0.58,0.58,0.58,0.58,0.58,0.58,N,N,N,N,N,38.85,-122.91,N,Recreational,2021
A023681,Appropriative,Licensed,Licensed,N,R_06,N,Y,416,19710122,APPLICATION_ACCEPTANCE_DATE,1971-1990,,,,,,,0,,,,,,,Y,N,N,N,N,38.86,-122.9,N,Recreational,2021
A023682,Appropriative,Licensed,Licensed,N,R_08,N,Y,417,19710122,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.84,-122.95,N,Recreational,2021
A023700,Appropriative,Licensed,Licensed,N,R_02_MSRR,Y,Y,418,19710209,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.34,-123.11,N,Irrigation,2021
A023707,Appropriative,Licensed,Licensed,N,R_01,N,Y,419,19710223,APPLICATION_ACCEPTANCE_DATE,1971-1990,0.66,1.33,2,0.66,0.33,0.33,0.165,0.33,0.33,0,0,0,0.66,N,N,N,N,N,39.29,-123.21,N,Irrigation,2021
A023737,Appropriative,Licensed,Licensed,N,R_01,N,Y,420,19710324,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.26,-123.21,N,Irrigation,2021
A023748,Appropriative,Licensed,Licensed,N,R_01,N,Y,421,19710405,APPLICATION_ACCEPTANCE_DATE,1971-1990,10,10.16,11.33,5.46,4.73,1.33,0.665,0,0,0,0,2.33,7,N,N,N,N,N,39.28,-123.18,N,Irrigation,2021
A023766,Appropriative,Licensed,Licensed,N,R_16_MSDC,Y,N,262,19710422,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.63,-122.89,N,Stockwatering,2021
A023792,Appropriative,Licensed,Licensed,N,R_01,N,Y,422,19710528,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,1,1,0.66,0,0,0,0,0,0,0,0,N,N,N,N,N,39.27,-123.17,N,Irrigation,2021
A023793,Appropriative,Licensed,Licensed,N,R_06,N,Y,423,19710528,APPLICATION_RECD_DATE,1971-1990,0.26,3.66,5.1,6.03,0.36,0,0,0,0,0,0,0,3.36,N,N,N,N,N,38.97,-123.05,N,Irrigation,2021
A023794,Appropriative,Licensed,Licensed,N,R_05,N,Y,424,19710601,APPLICATION_ACCEPTANCE_DATE,1971-1990,2,2,2,0,0,0,0,0,0,0,0,0.33,2,N,N,Y,N,N,39.1,-123.15,N,Irrigation,2021
A023802,Appropriative,Licensed,Licensed,N,R_01,N,Y,425,19710608,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.23,-123.2,N,Irrigation,2021
A023817,Appropriative,Licensed,Licensed,N,R_04_MSRR,Y,Y,426,19710629,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.18,-123.19,N,Frost Protection,2021
A023835,Appropriative,Licensed,Licensed,N,R_06,N,Y,427,19710803,APPLICATION_ACCEPTANCE_DATE,1971-1990,0.22,0.22,0.22,0.22,0.22,0.39,0.195,0.39,0.39,0.39,0.39,0.22,0.22,N,N,N,N,N,38.94,-123.12,N,Irrigation,2021
A023836,Appropriative,Licensed,Licensed,N,R_01,N,Y,428,19710804,APPLICATION_ACCEPTANCE_DATE,1971-1990,3,0.66,1,0,0,0,0,0,0,0,0,1,2.33,N,N,Y,N,N,39.28,-123.2,N,Irrigation,2021
A023839,Appropriative,Licensed,Licensed,N,R_05,N,Y,429,19710811,APPLICATION_ACCEPTANCE_DATE,1971-1990,,,,,,,0,,,,,,,Y,N,N,N,N,39.11,-123.15,N,Irrigation,2021
A023840,Appropriative,Licensed,Licensed,N,R_05,N,Y,430,19710811,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.12,-123.15,N,Irrigation,2021
A023868,Appropriative,Licensed,Licensed,N,R_01,N,Y,431,19710917,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.22,-123.2,N,Irrigation,2021
A023869,Appropriative,Licensed,Licensed,N,R_01,N,Y,760,20020221,APPLICATION_RECD_DATE,1991-PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.3,-123.22,N,Irrigation,2021
A023880,Appropriative,Licensed,Licensed,N,R_05,N,Y,432,19710930,APPLICATION_ACCEPTANCE_DATE,1971-1990,12,20,10,0,0,0,0,0,0,0,0,0,7.9,N,N,Y,N,N,39.05,-123.22,N,Irrigation,2021
A023895,Appropriative,Licensed,Licensed,N,R_01,N,Y,433,19711013,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.25,-123.24,N,Irrigation,2021
A023902,Appropriative,Licensed,Licensed,N,R_11,N,Y,434,19711021,PRIORITY_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.64,-122.76,N,Irrigation,2021
A023915,Appropriative,Licensed,Licensed,N,R_24,N,N,263,19711103,APPLICATION_ACCEPTANCE_DATE,1971-1990,8.33,1.1,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.48,-122.8,N,Frost Protection,2021
A023916,Appropriative,Licensed,Licensed,N,R_02_MSRR,Y,Y,435,19711110,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,9.21E-03,0.03,0.015,0.03,0.03,0.03,0,0,0,N,N,N,N,N,39.27,-123.1,N,Irrigation,2021
A023926A,Appropriative,Licensed,Licensed,N,R_06_MSRR,Y,Y,436,19711122,APPLICATION_RECD_DATE,1971-1990,0,0,0,0,0,0,0,0.04,0,0,0,0,0,N,N,N,N,N,38.98,-123.1,N,Irrigation,2021
A023926B,Appropriative,Licensed,Licensed,N,R_06_MSRR,Y,Y,437,19711122,APPLICATION_RECD_DATE,1971-1990,0,0,0.03,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.98,-123.1,N,Irrigation,2021
A023949,Appropriative,Licensed,Licensed,N,R_01,N,Y,438,19711214,APPLICATION_ACCEPTANCE_DATE,1971-1990,2,1.33,0,3.2,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.2,-123.2,N,Frost Protection,2021
A023998,Appropriative,Licensed,Licensed,N,R_23,N,N,285,19750313,APPLICATION_ACCEPTANCE_DATE,1971-1990,2,2,1.33,0,0,0,0,0,0,0,0,1.33,1.66,N,N,Y,N,N,38.5,-122.83,N,Irrigation,2021
A024004,Appropriative,Licensed,Licensed,N,R_27,N,N,264,19720320,APPLICATION_ACCEPTANCE_DATE,1971-1990,6,2.5,1.5,0,0,0,0,0,0,0,0,0.66,2.33,N,N,Y,N,N,38.36,-122.6,N,Irrigation,2021
A024010,Appropriative,Licensed,Licensed,N,R_01,N,Y,439,19720331,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0.01,0.65,0.13,1.33,0.665,2.22,1.85,0,0,0,0,N,N,N,N,N,39.27,-123.17,N,Irrigation,2021
A024013,Appropriative,Licensed,Licensed,N,R_05_MSRR,Y,Y,440,19720331,APPLICATION_RECD_DATE,1971-1990,0,0,0,0.52,1.16,0,0,0,0,0,0,0,0,N,N,N,N,N,39.07,-123.16,N,Frost Protection,2021
A024014,Appropriative,Licensed,Licensed,N,R_05_MSRR,Y,Y,441,19720403,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0.45,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.1,-123.17,N,Frost Protection,2021
A024017,Appropriative,Licensed,Licensed,N,R_12,N,Y,442,19720404,APPLICATION_ACCEPTANCE_DATE,1971-1990,23,0,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.59,-122.67,N,Irrigation,2021
A024025,Appropriative,Licensed,Licensed,N,R_01,N,Y,443,19720410,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.27,-123.19,N,Irrigation,2021
A024028,Appropriative,Licensed,Licensed,N,R_01,N,Y,444,19720412,APPLICATION_RECD_DATE,1971-1990,22.33,3.66,0,0,0,0,0,0,0,0,0,0,6,N,N,Y,N,N,39.21,-123.21,N,Irrigation,2021
A024044,Appropriative,Licensed,Licensed,N,R_01,N,Y,445,19720414,APPLICATION_ACCEPTANCE_DATE,1971-1990,3.65,4.62,2.15,1.46,0,0,0,0,0,0,0,0.49,0.46,N,N,Y,N,N,39.26,-123.18,N,Irrigation,2021
A024050,Appropriative,Licensed,Licensed,N,R_06_MSRR,Y,Y,446,19720419,APPLICATION_RECD_DATE,1971-1990,0,0,0,0.07,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.02,-123.13,N,Frost Protection,2021
A024051,Appropriative,Licensed,Licensed,N,R_12_MSRR,Y,Y,447,19720424,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,3.89,2.63,1.315,13.81,13.34,7.01,4.85,11.24,0,N,N,N,N,N,38.6,-122.78,N,Irrigation,2021
A024053,Appropriative,Licensed,Licensed,N,R_05,N,Y,448,19720427,APPLICATION_ACCEPTANCE_DATE,1971-1990,2.08,0,0,0,0,0,0,0,0,0,0,1.33,2.04,N,N,Y,N,N,39.12,-123.15,N,Irrigation,2021
A024056,Appropriative,Licensed,Licensed,N,R_01,N,Y,449,19720501,APPLICATION_ACCEPTANCE_DATE,1971-1990,10.33,10.33,9,6,3.33,0,0,0,0,0,0,0,0,N,N,N,N,N,39.27,-123.21,N,Irrigation,2021
A024101,Appropriative,Licensed,Licensed,N,R_12_MSRR,Y,Y,450,19720623,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0.17,0.39,0.24,0.02,0.05,0.025,0.16,0.24,0.31,0.09,0,0,N,N,N,N,N,38.62,-122.78,N,Irrigation,2021
A024104,Appropriative,Licensed,Licensed,N,R_01,N,Y,451,19720630,APPLICATION_ACCEPTANCE_DATE,1971-1990,2,2,1,1,0,0,0,0,0,0,0,0,1,N,N,Y,N,N,39.27,-123.22,N,Irrigation,2021
A024126,Appropriative,Licensed,Licensed,N,R_01,N,Y,452,19720724,APPLICATION_ACCEPTANCE_DATE,1971-1990,4.33,4,4.33,3.33,1.66,0,0,0,0,0,0,0,2.66,N,N,N,N,N,39.29,-123.19,N,Irrigation,2021
A024130,Appropriative,Licensed,Licensed,N,R_01,N,Y,453,19720727,APPLICATION_RECD_DATE,1971-1990,19.33,9.66,4.33,0,0,0,0,0,0,0,0,0,3.33,N,N,Y,N,N,39.21,-123.21,N,Irrigation,2021
A024139,Appropriative,Licensed,Licensed,N,R_05,N,Y,454,19720808,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.04,-123.15,N,Irrigation,2021
A024140,Appropriative,Permitted,Permitted,N,R_05_MSRR,Y,Y,455,19720808,APPLICATION_ACCEPTANCE_DATE,1971-1990,0.83,0,0,0,0,0,0,0,0,0,0,29.3,7.3,N,N,Y,N,N,39.05,-123.14,N,Irrigation,2021
A024141,Appropriative,Permitted,Permitted,N,R_06_MSRR,Y,Y,456,19720808,APPLICATION_RECD_DATE,1971-1990,0,0,0.64,0.24,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.95,-123.1,N,Frost Protection,2021
A024163,Appropriative,Licensed,Licensed,N,R_02_MSRR,Y,Y,457,19720825,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0.47,0.75,0.375,0.91,0.74,0.4,0.19,0,0,N,N,N,N,N,39.26,-123.11,N,Irrigation,2021
A024173,Appropriative,Licensed,Licensed,N,R_02,N,Y,458,19720908,APPLICATION_ACCEPTANCE_DATE,1971-1990,0.26,0,0,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.23,-123.11,N,Recreational,2021
A024205,Appropriative,Licensed,Licensed,N,R_09,N,Y,459,19721011,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,1.23E-04,1.53E-04,0,0,0,0,0,0,0,0,N,N,N,N,N,38.76,-123,N,Irrigation,2021
A024209A,Appropriative,Permitted,Permitted,N,R_02_MSRR,Y,Y,460,19721017,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,8.16,5,5.76,8.83,4.415,14.34,3.64,3.51,13.46,0,0,N,N,N,N,N,39.35,-123.12,N,Irrigation,2021
A024209B,Appropriative,Permitted,Permitted,N,R_02_MSRR,Y,Y,461,19721017,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,4.16,3.83,6.6,21.16,10.58,22.51,14.27,10.81,17.3,0,0,N,N,N,N,N,39.35,-123.12,N,Frost Protection,2021
A024223,Appropriative,Licensed,Licensed,N,R_16,N,N,265,19721027,APPLICATION_ACCEPTANCE_DATE,1971-1990,1,1,1,0.2,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.62,-122.92,N,Irrigation,2021
A024247,Appropriative,Licensed,Licensed,N,R_27,N,N,266,19721122,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.5,-122.69,N,Recreational,2021
A024266A,Appropriative,Licensed,Licensed,N,R_09_MSRR,Y,Y,462,19721221,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,2.15,1.075,2.15,2.16,2.16,0,0,0,N,N,N,N,N,38.72,-122.9,N,Irrigation,2021
A024266B,Appropriative,Permitted,Permitted,N,R_09_MSRR,Y,Y,463,19721221,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,6.74,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.72,-122.9,N,Frost Protection,2021
A024268A,Appropriative,Licensed,Licensed,N,R_17_MSRR,Y,N,267,19721222,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,2.5,8.23,4.115,16.5,16.1,8.46,0,0,0,N,N,N,N,N,38.57,-122.85,N,Irrigation,2021
A024268B,Appropriative,Licensed,Licensed,N,R_17_MSRR,Y,N,268,19721222,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,4.5,1.46,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.57,-122.85,N,Irrigation,2021
A024269A,Appropriative,Licensed,Licensed,N,R_12_MSRR,Y,Y,464,19721222,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.64,-122.79,N,Irrigation,2021
A024269B,Appropriative,Permitted,Permitted,N,R_12_MSRR,Y,Y,465,19721222,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.64,-122.8,N,Frost Protection,2021
A024270A,Appropriative,Licensed,Licensed,N,R_17_MSRR,Y,N,269,19721222,APPLICATION_RECD_DATE,1971-1990,0,0.08,0.51,0,0,0,0,0,0,0,1.28,0.63,0,N,N,Y,N,N,38.56,-122.85,N,Irrigation,2021
A024270B,Appropriative,Permitted,Permitted,N,R_17_MSRR,Y,N,270,19721222,APPLICATION_RECD_DATE,1971-1990,0,0.29,0.56,0,0,0,0,0,0,0,1.85,0.87,0,N,N,Y,N,N,38.56,-122.85,N,Frost Protection,2021
A024271A,Appropriative,Licensed,Licensed,N,R_24_LSR,Y,N,271,19721222,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.49,-122.86,N,Irrigation,2021
A024271B,Appropriative,Licensed,Licensed,N,R_24_LSR,Y,N,272,19721222,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.49,-122.87,N,Irrigation,2021
A024300A,Appropriative,Permitted,Permitted,N,R_14,N,N,273,19730213,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,122.3,36.96,N,N,Y,N,N,38.69,-122.99,N,Irrigation,2021
A024301,Appropriative,Licensed,Licensed,N,R_24,N,N,274,19730215,APPLICATION_ACCEPTANCE_DATE,1971-1990,2.96,0,0.3,0,0,0,0,0,0,0,0,5.38,5.25,N,N,Y,N,N,38.48,-122.82,N,Irrigation,2021
A024310A,Appropriative,Licensed,Licensed,N,R_10_MSRR,Y,Y,467,19730228,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,1.06,3.13,1.565,4.2,0,0,0,0,0,N,N,N,N,N,38.67,-122.83,N,Irrigation,2021
A024310B,Appropriative,Licensed,Licensed,N,R_10_MSRR,Y,Y,468,19730228,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.67,-122.83,N,Frost Protection,2021
A024311A,Appropriative,Licensed,Licensed,N,R_10_MSRR,Y,Y,466,19730208,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0.26,0.13,0.63,0,0,0,0,0,N,N,N,N,N,38.68,-122.85,N,Irrigation,2021
A024311B,Appropriative,Licensed,Licensed,N,R_10_MSRR,Y,Y,469,19730228,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.68,-122.85,N,Frost Protection,2021
A024318,Appropriative,Licensed,Licensed,N,R_02_MSRR,Y,Y,470,19730309,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.31,-123.1,N,Irrigation,2021
A024344,Appropriative,Licensed,Licensed,N,R_01,N,Y,471,19730405,APPLICATION_ACCEPTANCE_DATE,1971-1990,2,0.5,0,0,0,0,0,0,0,0,0,0.5,1.5,N,N,Y,N,N,39.24,-123.19,Y,Irrigation,2021
A024378,Appropriative,Licensed,Licensed,N,R_09,N,Y,472,19730524,APPLICATION_ACCEPTANCE_DATE,1971-1990,5,1.5,1.5,1,0,0,0,0,0,0,0,3,5,N,N,Y,N,N,38.74,-122.98,N,Irrigation,2021
A024391,Appropriative,Licensed,Licensed,N,R_12,N,Y,473,19730605,PRIORITY_DATE,1971-1990,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0.14,0.2,N,N,Y,N,N,38.62,-122.77,N,Irrigation,2021
A024404,Appropriative,Licensed,Licensed,N,R_06,N,Y,477,19730626,APPLICATION_RECD_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.97,-123.05,N,Irrigation,2021
A024405,Appropriative,Licensed,Licensed,N,R_01,N,Y,478,19730629,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,39.29,-123.19,N,Irrigation,2021
A024409,Appropriative,Permitted,Permitted,N,R_05,N,Y,479,19730706,APPLICATION_ACCEPTANCE_DATE,1971-1990,0.54,0.53,0.5,0.56,0.66,0,0,0,0,0,0,0,0,N,N,N,N,N,39.08,-123.18,N,Irrigation,2021
A024412,Appropriative,Licensed,Licensed,N,R_25,N,N,275,19730710,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0.13,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,38.42,-122.79,N,Irrigation,2021
A024425,Appropriative,Permitted,Permitted,N,R_01,N,Y,480,19730731,APPLICATION_ACCEPTANCE_DATE,1971-1990,18.73,24.9,22.58,27.7,14.23,0,0,0,0,0,0,0.76,2.76,N,N,N,N,N,39.26,-123.19,N,Irrigation,2021
A024457,Appropriative,Licensed,Licensed,N,R_04,N,Y,481,19730913,APPLICATION_ACCEPTANCE_DATE,1971-1990,3.66,5.66,6.5,0.66,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.19,-123.21,N,Irrigation,2021
A024488,Appropriative,Licensed,Licensed,N,R_01,N,Y,482,19731010,APPLICATION_ACCEPTANCE_DATE,1971-1990,1.63,0.04,0.61,0.1,0.07,0,0,0,0,0,0,0.43,0.1,N,N,N,N,N,39.29,-123.2,N,Irrigation,2021
A024502,Appropriative,Licensed,Licensed,N,R_01,N,Y,483,19731116,APPLICATION_ACCEPTANCE_DATE,1971-1990,1.66,1.33,0.4,0,0,0,0,0,0,0,0,0,0,N,N,Y,N,N,39.23,-123.21,N,Irrigation,2021
A024522A,Appropriative,Permitted,Permitted,N,R_06_MSRR,Y,Y,484,19740111,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0.64,2.16,1.08,5.2,2.4,0,0,0,0,N,N,N,N,N,38.98,-123.09,N,Irrigation,2021
A024522B,Appropriative,Permitted,Permitted,N,R_06_MSRR,Y,Y,411,19710111,APPLICATION_ACCEPTANCE_DATE,1971-1990,0,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y,N,N,38.98,-123.09,N,Frost Protection,2021
A024544,Appropriative,Licensed,Licensed,N,R_16,N,N,276,19740208,APPLICATION_ACCEPTANCE_DATE,1971-1990,8.96,0.33,0.46,0,0,0,0,0,0,0,0,0.2,2.73,N,N,Y,N,N,38.58,-122.89,N,Irrigation,2021
